Wall time,Step,Value
1590141982.1246178,66,0.5412196516990662
1590142004.9167767,67,0.4350895583629608
1590142027.6432688,68,0.630049467086792
1590142050.3880787,69,0.5243980884552002
1590142073.2910159,70,0.47351932525634766
1590142096.1042237,71,0.46846115589141846
1590142119.0377471,72,0.44048020243644714
1590142142.367215,73,0.5654827356338501
1590142165.4145947,74,0.5387663245201111
1590142188.2071931,75,0.39383357763290405
1590142211.194801,76,0.551052987575531
1590142233.964893,77,0.48412230610847473
1590142256.8601968,78,0.41521936655044556
1590142279.7795177,79,0.5144364237785339
1590142302.8512874,80,0.2998628616333008
1590142325.5830748,81,0.2874660789966583
1590142348.3989275,82,0.28371545672416687
1590142371.1818817,83,0.29045361280441284
1590142393.8822503,84,0.324724018573761
1590142416.7460039,85,0.2874058187007904
1590142439.718769,86,0.2850898802280426
1590142462.8179362,87,0.2940661907196045
1590142485.8481612,88,0.31363824009895325
1590142509.1222172,89,0.3081098198890686
1590142532.5298774,90,0.3027787208557129
1590142555.6271412,91,0.30721360445022583
1590142578.6326203,92,0.3058546781539917
1590142602.026722,93,0.3080986738204956
1590142625.004151,94,0.3044993281364441
1590142648.2306592,95,0.3027651607990265
1590142671.221574,96,0.3037039041519165
1590142693.9587884,97,0.31049844622612
1590142716.893816,98,0.315206915140152
1590142739.830715,99,0.31665509939193726
1590142762.6409369,100,0.3160359263420105
1590142785.367229,101,0.3195546865463257
1590142808.1758802,102,0.31811606884002686
1590142830.9882417,103,0.3223838210105896
1590142853.8412058,104,0.32357388734817505
1590142876.6116164,105,0.34327349066734314
1590142899.3801756,106,0.34021857380867004
1590142922.2681687,107,0.34820500016212463
1590142945.1110127,108,0.33651119470596313
1590142968.0491772,109,0.34415462613105774
1590142991.0512493,110,0.34755080938339233
1590143013.8625047,111,0.34680768847465515
1590143036.6423013,112,0.3352888822555542
1590143059.514858,113,0.3795314431190491
1590143082.1534674,114,0.34052541851997375
1590143105.1296618,115,0.36718711256980896
1590143128.1554527,116,0.34223058819770813
1590143151.098149,117,0.34336692094802856
1590143174.144297,118,0.34946292638778687
1590143197.0337005,119,0.34427788853645325
1590143220.0901837,120,0.33018192648887634
1590143243.1015565,121,0.3368278741836548
1590143266.1644683,122,0.33440107107162476
1590143289.1384368,123,0.3299213945865631
1590143312.0709693,124,0.3291434347629547
1590143334.986861,125,0.34624147415161133
1590143357.8398738,126,0.3299095928668976
1590143380.7644148,127,0.32914918661117554
1590143403.727239,128,0.3317607343196869
1590143426.545577,129,0.33767715096473694
1590143449.5404737,130,0.36063191294670105
1590143472.3283095,131,0.33418411016464233
1590143495.221614,132,0.33745241165161133
1590143518.235299,133,0.3340091109275818
1590143541.1724563,134,0.335943341255188
1590143564.086589,135,0.33081939816474915
1590143586.9078412,136,0.3607847988605499
1590143609.8582838,137,0.34682324528694153
1590143632.853962,138,0.33408433198928833
1590143655.6093488,139,0.33676305413246155
1590143678.5398252,140,0.33792686462402344
1590143701.344815,141,0.34564653038978577
1590143724.251952,142,0.3621772527694702
1590143747.122143,143,0.369578093290329
1590143769.9981296,144,0.33880889415740967
1590143792.91839,145,0.3519621789455414
1590143815.8225508,146,0.34353122115135193
1590143838.8569944,147,0.33683159947395325
1590143861.798344,148,0.36948636174201965
1590143884.7514918,149,0.3782842457294464
1590143907.681616,150,0.33579617738723755
1590143930.6092002,151,0.3397190272808075
1590143953.5946486,152,0.3393496870994568
1590143976.53845,153,0.3408215641975403
1590143999.501572,154,0.3376220166683197
1590144022.431513,155,0.3715907633304596
1590144045.3101337,156,0.3399657905101776
1590144068.2348895,157,0.33984488248825073
1590144091.1807482,158,0.3441484868526459
1590144114.149383,159,0.35158661007881165
