Wall time,Step,Value
1590142416.7458882,85,0.12313896417617798
1590142439.7186456,86,0.11676126718521118
1590142462.817822,87,0.1131960079073906
1590142485.8480408,88,0.11029397696256638
1590142509.1221013,89,0.11175674945116043
1590142532.5297618,90,0.10992199182510376
1590142555.6270123,91,0.10530231893062592
1590142578.632472,92,0.10318659245967865
1590142602.0265777,93,0.10304693132638931
1590142625.0040324,94,0.09948208183050156
1590142648.2304842,95,0.09741276502609253
1590142671.221427,96,0.09365405887365341
1590142693.95864,97,0.09463050216436386
1590142716.8937044,98,0.09402286261320114
1590142739.8305974,99,0.09349297732114792
1590142762.6408184,100,0.09198493510484695
1590142785.3671165,101,0.08948380500078201
1590142808.1757596,102,0.08618699014186859
1590142830.9881253,103,0.08529852330684662
1590142853.8410883,104,0.08593615144491196
1590142876.6114516,105,0.08270102739334106
1590142899.3800535,106,0.08477740734815598
1590142922.2680516,107,0.08076530694961548
1590142945.110817,108,0.08166123181581497
1590142968.0490522,109,0.08067584782838821
1590142991.0511305,110,0.08097495883703232
1590143013.8623767,111,0.07865119725465775
1590143036.6421876,112,0.07689789682626724
1590143059.5147395,113,0.07589277625083923
1590143082.1533415,114,0.0766635537147522
1590143105.1295006,115,0.0773661732673645
1590143128.1553142,116,0.07485325634479523
1590143151.0979788,117,0.07568616420030594
1590143174.1441755,118,0.0715179294347763
1590143197.0335782,119,0.07292090356349945
1590143220.0900688,120,0.0640680342912674
1590143243.1014082,121,0.0622941330075264
1590143266.164335,122,0.05983486771583557
1590143289.1383204,123,0.05873042717576027
1590143312.0708442,124,0.05948060378432274
1590143334.9867382,125,0.05715066194534302
1590143357.8397517,126,0.05802718922495842
1590143380.7642832,127,0.05765372887253761
1590143403.727121,128,0.056411825120449066
1590143426.5454228,129,0.056976739317178726
1590143449.5403616,130,0.05779722332954407
1590143472.3281975,131,0.05733894929289818
1590143495.2214718,132,0.05618985742330551
1590143518.23517,133,0.057063594460487366
1590143541.1723318,134,0.05463748052716255
1590143564.0864513,135,0.05458268150687218
1590143586.907723,136,0.055084023624658585
1590143609.8581624,137,0.0539977066218853
1590143632.8538406,138,0.05635998025536537
1590143655.6092217,139,0.054336968809366226
1590143678.5397093,140,0.055194638669490814
1590143701.3447003,141,0.05410757288336754
1590143724.2518082,142,0.05451105162501335
1590143747.1220255,143,0.05474160611629486
1590143769.998012,144,0.05321760103106499
1590143792.918265,145,0.05382533371448517
1590143815.8224094,146,0.05482381582260132
1590143838.8568733,147,0.05354372039437294
1590143861.7982223,148,0.05443393811583519
1590143884.7513728,149,0.05408468842506409
1590143907.6814516,150,0.05342070385813713
1590143930.6090808,151,0.05203450843691826
1590143953.5944896,152,0.05434051901102066
1590143976.538332,153,0.05331619828939438
1590143999.5014262,154,0.052757278084754944
1590144022.4313943,155,0.053631316870450974
1590144045.3100123,156,0.0539872907102108
1590144068.2347724,157,0.05337950959801674
1590144091.1806238,158,0.05307607725262642
1590144114.1492593,159,0.05305792763829231
